"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FL8","baseMean_FLUT","mgi_symbol","chromosome_name"
"ENSMUSG00000058869",0.873605722541787,-1.47887664067487,1.6871942188677,-0.876530173074775,0.380741880687106,0.531899942266278,0.584254749670985,1.81974592305358,"Gm4832","17"
"ENSMUSG00000021211",49.9006659448158,-0.278003982690415,0.317282148254963,-0.876204300240098,0.380918979192811,0.531972517717895,28.7947439214764,32.949441882431,"Akr1c12","13"
"ENSMUSG00000021963",1595.05425885434,0.0986791951745639,0.112617258922348,0.87623510036419,0.380902238425773,0.531972517717895,1742.38080752183,1663.50427933196,"Sap18","14"
"ENSMUSG00000053181",6.39826737030188,0.7450105312119,0.850233888914824,0.876241868179092,0.380898559981247,0.531972517717895,13.737506825317,6.08002166035289,"A830005F24Rik","13"
"ENSMUSG00000069303",1.59397119968693,-1.35078512003189,1.54141660138485,-0.876327086926603,0.380852243731994,0.531972517717895,0.850199050899537,2.5369161643138,"Hist1h2br","13"
"ENSMUSG00000021917",3247.9998737277,0.0838678217182314,0.0957409123118719,0.87598728373337,0.381036946808921,0.532081520927815,3351.61519456404,3072.12158932931,"Spcs1","14"
"ENSMUSG00000092980",3.71893604772968,-0.711505562675379,0.81227142070906,-0.875945582394468,0.3810596177344,0.532081520927815,3.67584968763605,6.17273959510601,"","9"
"ENSMUSG00000052712",2223.36874271471,0.0787627092173048,0.0899545422450376,0.875583458617953,0.3812565210798,0.532312746585633,2388.62065270469,2233.2253588964,"BC004004","17"
"ENSMUSG00000064330",3.26407524321941,-0.857441375208894,0.979998261626693,-0.874941730800249,0.381605611367349,0.532756401188853,1.51961439537559,3.12000528762852,"Pde6h","6"
"ENSMUSG00000054237",150.636430752997,0.144647223199856,0.165336545664455,0.874865400257074,0.381647147083396,0.532770643830787,222.35027365262,192.894970499782,"5730455O13Rik","19"
"ENSMUSG00000020009",5733.08391349196,-0.274387012029212,0.313664088821256,-0.874779810020182,0.381693724815435,0.532791922094807,2852.39929056195,3605.29625967357,"Ifngr1","10"
"ENSMUSG00000049657",1455.98855636297,-0.166495470282952,0.190482611203174,-0.874071755060952,0.382079178150232,0.533262001450773,726.795552814302,852.416840058099,"Zbtb5","4"
"ENSMUSG00000091845",139.959089175798,0.19940862351152,0.228144318650323,0.874045975333504,0.382093216707332,0.533262001450773,160.091111458995,138.211427003569,"Gm4604","6"
"ENSMUSG00000024155",1.19886444531176,-1.91022815624404,2.18605897510569,-0.873822791606842,0.382214766417001,0.533278671140203,0.201735521623751,0.93446821128535,"4930528F23Rik","17"
"ENSMUSG00000025235",270.438078020333,0.15963082292003,0.18267979002433,0.873828587709509,0.382211609459597,0.533278671140203,266.380190853416,219.602915967222,"Bbs4","9"
"ENSMUSG00000049598",5.26184146786636,-0.757555302414614,0.867087002917282,-0.873678534986509,0.382293343676289,0.533278671140203,1.89029099103191,2.76570986597861,"Vsig8","1"
"ENSMUSG00000055775",1.39631884850071,-1.26850972495924,1.4518615227027,-0.873712613168407,0.382274780236906,0.533278671140203,1.15666686695105,1.79063055313654,"Myh8","11"
"ENSMUSG00000065829",6.74473409779898,0.708752526211203,0.811131559974726,0.873782455503626,0.382236736684549,0.533278671140203,7.98970038773453,5.12547831946745,"Snord16a","9"
"ENSMUSG00000085444",2.46827700363005,-1.04766910718041,1.19879037882872,-0.873938534778726,0.382151727728475,0.533278671140203,0.785990271294736,1.56429234279446,"Gm13936","2"
"ENSMUSG00000024246",165.942012207,-0.235117411160287,0.269157510226624,-0.873530933475805,0.382373753164238,0.533303332380571,260.282362938081,302.010216981476,"Thumpd2","17"
"ENSMUSG00000034105",483.520409079775,0.145087789210839,0.166086911774899,0.873565458351584,0.382354943975307,0.533303332380571,575.161070673856,487.504617697665,"4632415K11Rik","8"
"ENSMUSG00000034853",729.600700926427,0.221519436080433,0.253781464631423,0.87287476412887,0.382731342757751,0.533728003637923,873.680545239937,675.973041730505,"Acot11","4"
"ENSMUSG00000079108",227.016234312614,0.13383730818641,0.153332454378263,0.872857013403309,0.382741019135282,0.533728003637923,178.872672024822,165.207573189425,"Srp54b","12"
"ENSMUSG00000015222",20.3893302778639,0.953729845963551,1.09329074914567,0.872347860538307,0.383018635293536,0.533985489685429,2.80469882153624,1.27972339261831,"Mtap2","1"
"ENSMUSG00000048895",180.169542300414,0.383374428538955,0.439475408255499,0.872345576879404,0.383019880738899,0.533985489685429,69.9578528997715,61.2276339962258,"Cdk5r1","11"
"ENSMUSG00000074754",124.659221858392,-0.1742884372384,0.199788596765539,-0.872364289353987,0.383009675538084,0.533985489685429,127.749076264348,142.770835035903,"Gm561","2"
"ENSMUSG00000022629",1.26427362553276,-1.24653789076025,1.42906846834956,-0.872273035454968,0.383059444147059,0.533996862247474,0.733624124080854,2.18262074266389,"Kif21a","15"
"ENSMUSG00000028794",5.91823702420563,-0.747542383735194,0.857665870147288,-0.871600945956748,0.383426114454147,0.53446419282373,2.61345259829941,4.55388492779242,"A3galt2","4"
