"ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","baseMean_FLUT","baseMean_WTUT","mgi_symbol","chromosome_name"
"ENSMUSG00000031891",0.110683731797959,0,7.23925710748647,0,1,NA,0,0,"Hsd11b2","8"
"ENSMUSG00000031893",0.523962501636801,-0.500045939583848,3.74640565183606,-0.133473517300184,0.893818906988399,NA,1.05338518227623,1.24308023623377,"Tsnaxip1","8"
"ENSMUSG00000031910",0.715649918430489,-1.59910867591305,3.17708786093125,-0.503325292188909,0.614735587014388,NA,0,0.215246761650867,"Has3","8"
"ENSMUSG00000031919",0.245162085822699,-1.42132008598426,7.23708027028467,-0.196394130353946,0.844301690103302,NA,0,0.215246761650867,"Tmed6","8"
"ENSMUSG00000031932",0.0862482233364619,0,7.23890810928476,0,1,NA,0,0,"Gpr83","9"
"ENSMUSG00000031936",0.11421180085364,0,7.23738456666158,0,1,NA,0,0,"Hephl1","9"
"ENSMUSG00000031937",0.0226338210342078,0.941135792515827,7.23925710748647,0.130004471251968,0.896562889167723,NA,0.226338210342078,0,"2200002K05Rik","9"
"ENSMUSG00000031952",0.0270398334494826,0,7.23917800056423,0,1,NA,0,0,"Chst5","8"
"ENSMUSG00000031962",0.498277094571781,0,7.23820768629554,0,1,NA,0,0,"Cdh15","8"
"ENSMUSG00000031970",0.0229401037628995,0,7.23921873697237,0,1,NA,0,0,"Dbndd1","8"
