"Set_Image","Object_Nbr","CenterX_Cells_Location_","CenterY_Cells_Location_","TouchesImageBorder_Cells_TagImageBorder_","Cd40","Atf3","Tnf","Area","Eccentricity_Cells_AreaShape_","Extent_Cells_AreaShape_","EulerNumber_Cells_AreaShape_","Perimeter_Cells_AreaShape_","FormFactor_Cells_AreaShape_","MajorAxisLength_Cells_AreaShape_","MinorAxisLength_Cells_AreaShape_","Orientation_Cells_AreaShape_","Genotype","Timepoint","Sample","Replicate"
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",8,425.418,630.229,0,20,7,3,15170,0.641409,0.731578,1,609.247,0.511899,160.068,122.804,-0.943243,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",9,704.804,1206.86,0,2,3,0,15896,0.762046,0.604112,1,746.159,0.357826,182.954,118.467,-63.06,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",11,863.795,1099.9,0,40,8,11,20610,0.443304,0.559143,1,805.05,0.398624,183.949,164.887,11.1544,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",12,1002.69,474.119,0,21,7,42,9585,0.652094,0.679884,1,407.356,0.722311,127.983,97.0288,-7.45762,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",13,1032.26,979.903,0,13,1,1,15000,0.828603,0.549451,1,652.492,0.441388,193.652,108.413,67.6658,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",14,1125.61,1705.37,0,25,2,9,11797,0.763797,0.574567,1,544.278,0.498592,158.314,102.185,72.4392,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",15,1163.38,645.17,0,19,2,6,17664,0.82348,0.609229,1,680.114,0.478475,207.511,117.731,-16.2898,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",16,1225.38,1135.32,0,7,2,0,14716,0.409116,0.63431,1,576.201,0.555067,146.499,133.678,-3.82071,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",17,1218.62,793.899,0,20,8,5,15382,0.852964,0.495028,1,625.639,0.492252,203.925,106.443,-36.9436,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",19,1280.17,110.406,0,1,8,0,10501,0.732206,0.607697,1,442.299,0.671502,141.94,96.6728,30.1012,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",20,1381.15,455.555,0,7,1,16,8014,0.731931,0.469589,1,506.226,0.391432,132.367,90.1918,7.70053,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",21,1472.12,1728.88,0,10,5,5,10569,0.610986,0.59915,1,471.45,0.595021,134.3,106.318,-34.8481,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",22,1599.76,165.296,0,4,0,3,16026,0.702724,0.571235,1,709.217,0.399257,175.991,125.211,57.9142,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",23,1593.73,1467.17,0,12,5,1,12234,0.748193,0.621078,1,533.492,0.538141,155.896,103.434,-47.4066,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",24,1633.91,818.793,0,21,1,3,12380,0.521179,0.694141,1,506.896,0.603088,137.132,117.035,-85.5445,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",25,1734.48,1456.14,0,16,4,6,9290,0.782217,0.606001,1,459.292,0.551009,141.405,88.0959,-70.7984,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",28,1849.43,1381.44,0,3,4,1,15053,0.62702,0.543528,1,634.448,0.46846,163.086,127.045,-72.7316,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",29,1885.88,950.937,0,36,12,0,14356,0.969689,0.327763,1,806.416,0.276725,293.608,71.741,64.1771,"Rad21KO","2h","Rad21KO_2h",1
"Set #19, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position020_C1_MAX.tif",30,1944.75,81.9508,0,19,6,4,12475,0.684269,0.624812,1,516.157,0.586146,153.073,111.625,-85.5233,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",3,103.151,1738.7,0,10,1,1,13110,0.690882,0.654845,1,578.813,0.490046,153.656,111.088,-40.6668,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",4,213.451,1312.38,0,25,9,3,20484,0.693131,0.613147,1,754.281,0.45124,199.228,143.606,-6.83386,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",5,223.994,633.451,0,20,2,0,12147,0.928976,0.364775,1,662.012,0.347245,217.974,80.6808,-42.2931,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",6,257.898,266.85,0,3,3,2,16333,0.861,0.472804,1,846.213,0.28595,216.132,109.926,60.4879,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",7,252.964,505.891,0,21,1,4,9073,0.458072,0.686932,1,453.751,0.551332,117.446,104.399,-18.7332,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",8,408.83,1005.39,0,26,3,3,13822,0.667905,0.641541,1,575.86,0.521963,156.505,116.478,52.0777,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",9,467.261,1889.3,0,8,2,3,13896,0.860456,0.507895,1,636.315,0.429924,191.734,97.6932,-31.797,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",10,483.174,203.844,0,7,24,12,9246,0.81652,0.505329,1,520.664,0.426955,153.891,88.8437,77.3336,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",11,631.207,595.406,0,10,1,6,14005,0.930876,0.323322,1,823.999,0.258575,250.922,91.6709,29.8478,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",12,674.572,1908.24,0,14,4,2,17844,0.826608,0.504481,1,770.914,0.376326,208.879,117.553,-56.2653,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",13,643.848,114.161,0,41,10,5,15909,0.624382,0.597185,1,681.33,0.429402,168.016,131.24,-83.2989,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",14,729.821,1158.03,0,23,15,3,24975,0.8003,0.613486,1,840.355,0.44336,233.163,139.804,59.8277,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",15,807.274,1470.05,0,4,3,4,9598,0.448329,0.634788,1,432.356,0.642245,118.291,105.737,-75.2301,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",17,959.195,936.23,0,13,3,3,14623,0.609414,0.654449,1,565.051,0.573502,157.016,124.49,68.2476,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",18,1006.2,1251.16,0,25,7,11,15628,0.727804,0.603747,1,596.0,0.551017,173.636,119.077,59.687,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",20,1178.34,1951.87,0,13,3,1,14156,0.773213,0.572237,1,598.513,0.494941,172.676,109.502,-19.5266,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",21,1182.13,705.324,0,34,2,9,18689,0.831113,0.584506,1,756.447,0.409347,215.366,119.766,73.4305,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",22,1169.37,403.97,0,20,6,5,13296,0.920933,0.402726,1,698.234,0.341732,218.889,85.3058,-34.9392,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",23,1218.48,300.532,0,7,4,2,13757,0.727429,0.58436,1,591.334,0.49272,162.591,111.567,33.6553,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",24,1372.48,927.493,0,7,3,2,14524,0.804113,0.404523,1,752.627,0.321354,188.985,112.347,-48.1949,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",25,1391.62,1282.1,0,34,3,4,11455,0.612167,0.662445,1,494.887,0.585382,138.022,109.138,55.8013,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",26,1493.51,570.833,0,29,12,4,14637,0.682391,0.655457,1,531.185,0.649436,161.365,117.956,-56.2906,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",27,1585.25,691.107,0,21,1,2,9653,0.590698,0.756208,1,440.8,0.621471,125.06,100.91,45.584,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",28,1623.04,1139.74,0,32,0,1,13822,0.765102,0.615296,1,596.536,0.486466,170.421,109.736,47.4702,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",29,1675.52,218.382,0,3,2,1,13674,0.489044,0.584559,1,564.481,0.537365,145.628,127.025,83.1161,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",31,1705.96,396.805,0,36,4,6,10724,0.61203,0.620889,1,463.495,0.624604,134.187,106.12,-43.8058,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",32,1816.15,586.78,0,50,6,6,13438,0.972312,0.279028,1,796.907,0.265241,318.464,74.4207,-26.7644,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",34,1782.48,1025.42,0,6,2,0,11393,0.701577,0.532782,1,627.003,0.363015,151.034,107.626,72.3348,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",35,1843.03,745.585,0,16,1,4,16453,0.467365,0.691361,1,604.193,0.564504,155.807,137.743,-4.31691,"Rad21KO","2h","Rad21KO_2h",1
"Set #20, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position021_C1_MAX.tif",36,1910.26,313.588,0,6,1,3,17907,0.895671,0.429301,1,948.325,0.249691,265.583,118.109,-83.4936,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",3,109.294,1453.4,0,15,1,3,11264,0.651712,0.630824,1,533.955,0.494616,140.028,106.206,-20.806,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",4,146.347,440.983,0,2,1,3,8334,0.668327,0.674927,1,382.794,0.710996,120.362,89.5332,-74.3164,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",5,180.378,273.786,0,10,2,0,10881,0.775917,0.602659,1,497.153,0.551002,151.057,95.2922,-32.6838,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",6,193.705,127.14,0,35,2,2,8896,0.736013,0.72243,1,412.963,0.652351,130.906,88.6194,76.4756,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",7,239.567,1817.68,0,52,10,2,10243,0.754417,0.715893,1,418.959,0.729833,142.765,93.7102,-80.5993,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",8,323.483,1957.28,0,11,3,4,12632,0.792642,0.540014,1,624.861,0.405253,164.887,100.53,-55.7528,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",9,323.869,1105.51,0,13,5,16,11833,0.791765,0.572888,1,559.502,0.473315,164.478,100.468,-53.808,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",10,337.803,1633.74,0,27,0,1,14621,0.844921,0.306925,1,819.648,0.272818,236.107,126.291,60.9161,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",11,506.374,1057.7,0,63,5,57,9847,0.815862,0.620283,1,452.801,0.600873,147.992,85.5757,-38.412,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",12,504.317,510.796,0,4,3,2,10702,0.927535,0.405103,1,627.185,0.3408,202.593,75.7165,-63.7543,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",16,701.449,609.755,0,23,5,13,12875,0.78613,0.499806,1,639.136,0.394832,176.248,108.932,-55.7716,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",17,739.603,1500.8,0,14,3,35,12887,0.632969,0.731717,1,491.363,0.668022,146.528,113.438,12.8195,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",18,815.391,1876.34,0,25,8,2,14173,0.352486,0.717984,1,496.499,0.719593,139.378,130.432,86.6458,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",19,810.912,1110.8,0,23,8,5,16423,0.872311,0.646473,1,656.537,0.477334,214.724,104.99,5.85631,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",20,881.245,458.987,0,34,1,4,18071,0.913439,0.574503,1,740.957,0.41251,251.678,102.427,-77.6511,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",21,879.751,868.287,0,10,1,2,8918,0.944559,0.389296,1,551.646,0.36693,190.062,62.4049,-51.8688,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",22,969.3,1691.89,0,18,4,7,15914,0.794813,0.50511,1,669.935,0.444251,189.622,115.073,-43.4418,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",24,1122.03,1833.03,0,6,1,11,16535,0.818193,0.485182,1,692.031,0.432622,205.963,118.417,29.615,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",26,1233.81,274.391,0,6,4,10,11468,0.510818,0.635135,1,471.061,0.646698,132.522,113.928,-11.2742,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",28,1343.15,118.92,0,40,19,9,9622,0.432332,0.5952,1,484.393,0.513202,118.725,107.056,74.3844,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",29,1361.91,617.227,0,8,6,2,16636,0.669507,0.624428,1,671.612,0.462093,171.917,127.701,-15.8526,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",30,1467.15,166.685,0,4,4,11,9800,0.732923,0.637647,1,442.578,0.625887,137.276,93.3907,-22.007,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",31,1584.23,95.1774,0,28,4,12,8079,0.618783,0.7554,1,368.411,0.743957,114.863,90.2321,0.358392,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",32,1650.33,400.876,0,8,3,2,15337,0.869376,0.585024,1,652.64,0.4511,212.118,104.818,-9.79637,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",33,1715.55,1966.8,0,7,6,4,12213,0.909591,0.502448,1,626.226,0.390107,207.824,86.3518,12.5876,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",34,1816.59,688.861,0,12,4,5,17366,0.901581,0.431475,1,816.199,0.326779,235.503,101.881,64.3474,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",35,1839.62,320.35,0,13,0,5,14518,0.380805,0.667924,1,538.81,0.626087,143.642,132.819,-56.6208,"Rad21KO","2h","Rad21KO_2h",1
"Set #21, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position022_C1_MAX.tif",36,1857.2,1007.19,0,35,3,1,13001,0.970431,0.1714,1,1075.3,0.141034,365.294,88.1746,-49.0023,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",2,126.024,1012.5,0,5,3,2,12298,0.648213,0.674787,1,493.175,0.632824,145.039,110.441,-34.2426,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",3,244.717,308.455,0,17,4,6,16053,0.696778,0.610845,1,669.52,0.448686,171.576,123.069,-32.8257,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",4,206.675,688.826,0,23,1,3,15947,0.84071,0.577915,1,640.814,0.486486,199.676,108.122,-30.7476,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",6,368.768,1526.81,0,26,1,3,13682,0.623291,0.448678,1,663.482,0.389397,159.842,124.994,37.7269,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",7,535.057,606.508,0,30,3,1,9672,0.867198,0.506149,1,537.314,0.419425,166.253,82.7879,-2.06692,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",8,549.252,1062.96,0,38,4,1,15362,0.583667,0.710152,1,613.05,0.511977,160.718,130.502,-3.02839,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",9,608.726,749.266,0,17,2,2,10240,0.450696,0.700171,1,455.736,0.61685,122.081,108.979,27.2339,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",10,688.428,1919.49,0,18,3,15,11966,0.417507,0.651814,1,533.326,0.526679,132.443,120.348,65.4133,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",12,747.007,1097.85,0,26,6,9,17682,0.907802,0.33743,1,956.768,0.242226,260.64,109.312,-60.7045,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",13,787.687,1875.0,0,67,1,9,14769,0.871485,0.587657,1,646.024,0.443323,206.606,101.324,-82.7225,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",14,818.601,1646.31,0,59,2,10,27256,0.661054,0.626935,1,850.423,0.472478,220.19,165.217,7.14726,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",15,1037.84,583.542,0,20,7,12,13518,0.811219,0.415606,1,778.173,0.279804,199.863,116.869,-78.1946,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",16,1076.39,1029.42,0,73,6,3,15407,0.834699,0.520859,1,715.618,0.37701,197.764,108.91,-55.5147,"Rad21KO","2h","Rad21KO_2h",1
"Set #22, 13DEc_2hFL_cd40_tnf_atf3_IFrad21_FL0h_smFISH_Mark_and_Find_001_Position023_C1_MAX.tif",17,1355.39,1495.38,0,33,5,11,14158,0.878591,0.42162,1,695.026,0.367249,214.282,102.336,33.0194,"Rad21KO","2h","Rad21KO_2h",1
